report_period_start,report_period_end,interval_start,interval_end,node,namespace,pod,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,resource_id,pod_labels
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-dns-operator,dns-operator-7b6686b6b5-x8rpz,1.883544,72.000000,,254502174720.000000,150994944000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_name:dns-operator|label_pod_template_hash:7b6686b6b5
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-multus,multus-q4jz5,4.152623,36.000000,,13432258560.000000,566231040000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:multus|label_component:network|label_controller_revision_hash:55fc749f48|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-controller-manager-operator,openshift-controller-manager-operator-7b489577b8-ql4hb,10.449847,36.000000,,332619448320.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:openshift-controller-manager-operator|label_pod_template_hash:7b489577b8
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-cluster-machine-approver,machine-approver-c4b8b8c85-wc5f8,1.682928,72.000000,,258544435200.000000,264241152000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:machine-approver|label_pod_template_hash:c4b8b8c85
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-daemon-vnjp9,3.143621,144.000000,,1170938265600.000000,377487360000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_controller_revision_hash:545894cd9f|label_k8s_app:machine-config-daemon|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-monitoring,node-exporter-t95zv,34.055059,32.400000,,172578078720.000000,792723456000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_app:node-exporter|label_controller_revision_hash:664bff5786|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-179-157.us-east-2.compute.internal,default,pod-sio-small,0.009961,,,22162636800.000000,,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0767cb7e2f9967573,
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-219-114.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-server-2khhl,27.587442,72.000000,,121562726400.000000,188743680000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-021cff580ef932a9e,label_controller_revision_hash:6c8568b9d|label_k8s_app:machine-config-server|label_pod_template_generation:2
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-image-registry,image-registry-69d597c6f5-f7grb,4.078589,360.000000,,156803235840.000000,966367641600.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_docker_registry:default|label_pod_template_hash:69d597c6f5
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-147-111.us-east-2.compute.internal,openshift-sdn,sdn-82248,27.871924,360.000000,,379018199040.000000,754974720000.000000,,4.000000,14400.000000,16502939648.000000,59410582732800.000000,i-0dd2eab633b37c882,label_app:sdn|label_component:network|label_controller_revision_hash:595c645574|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-131-45.us-east-2.compute.internal,openshift-image-registry,node-ca-rdmdj,0.879631,36.000000,,22332702720.000000,37748736000.000000,,8.000000,28800.000000,33237319680.000000,119654350848000.000000,i-0cc922391a4a5eaa7,label_controller_revision_hash:7dbf69f566|label_name:node-ca|label_pod_template_generation:1
2020-10-01 00:00:00 +0000 UTC,2020-11-01 00:00:00 +0000 UTC,2020-10-14 00:00:00 +0000 UTC,2020-10-14 00:59:59 +0000 UTC,ip-10-0-184-8.us-east-2.compute.internal,openshift-kube-scheduler,openshift-kube-scheduler-ip-10-0-184-8.us-east-2.compute.internal,10.937575,72.000000,,495235399680.000000,377487360000.000000,,4.000000,14400.000000,16326778880.000000,58776403968000.000000,i-0c65e015390b20c42,label_app:openshift-kube-scheduler|label_revision:10|label_scheduler:true
